latitude,longitude,crime_type,severity,date_time,frequency
19.238225336388943,72.96822486833678,Theft,5,2024-01-12 11:27:29.736198,59
19.062462732678263,72.82624248330403,Theft,5,2024-09-15 04:43:40.736198,78
19.05756428846513,72.82516432262527,Burglary,2,2023-11-27 05:49:19.736198,96
19.069145709669463,72.86165445461558,Theft,5,2023-12-08 19:48:36.736198,98
19.048610009856283,72.83623291918522,Theft,2,2024-08-23 07:46:20.736198,111
19.0616939258148,72.8912919549787,Burglary,1,2023-11-24 23:52:55.736198,71
19.02272059468628,72.87585381967891,Vandalism,4,2024-02-03 03:55:36.736198,79
19.041253957119913,72.8294543385162,Assault,4,2024-08-06 08:41:33.736198,137
19.045927591590928,72.85927857998117,Vandalism,4,2024-03-19 09:09:13.736198,100
19.054532739920955,72.83479830467348,Drug Offense,5,2024-08-22 17:04:35.736198,99
19.021561695215357,72.85331279176152,Burglary,1,2024-09-29 15:06:20.736198,129
19.0988564562903,72.89273866065373,Drug Offense,5,2024-03-04 12:37:41.736198,45
19.215298888259348,72.98061152906944,Vandalism,5,2023-11-19 16:22:16.736198,93
19.014257638393666,72.85913427372867,Assault,1,2024-08-01 21:44:18.736198,116
19.065115726498785,72.82245966306941,Drug Offense,1,2024-05-06 20:48:45.736198,72
19.047038313170056,72.84955072451247,Vandalism,1,2024-10-09 05:48:57.736198,99
19.005103628446086,72.85672182100421,Drug Offense,1,2024-07-10 23:30:15.736198,84
19.083232720500952,72.8647976049079,Theft,4,2023-12-03 09:33:25.736198,80
19.239873616668625,72.97732983060999,Drug Offense,3,2024-08-08 06:19:46.736198,66
18.984211894377573,72.8670672038476,Theft,3,2023-11-18 16:01:07.736198,24
19.040651029707444,72.83955749094406,Burglary,1,2024-09-28 12:23:26.736198,122
19.05475392572548,72.88717184861271,Assault,3,2024-02-23 07:47:57.736198,74
19.187168362026803,72.96953769678068,Burglary,3,2024-08-04 08:16:18.736198,23
19.09076933159991,72.8811273656238,Vandalism,1,2024-10-03 12:07:08.736198,77
18.997567599802103,72.85057799414228,Drug Offense,3,2024-09-02 15:22:25.736198,64
19.025022917467428,72.84412029626569,Burglary,5,2024-10-10 07:41:55.736198,133
18.983750707405704,72.88679100638922,Assault,2,2024-07-01 00:09:20.736198,17
19.2221409823298,72.97191767071595,Drug Offense,2,2024-01-03 16:19:54.736198,93
19.104825465781325,72.84898275697641,Vandalism,1,2024-04-22 22:37:50.736198,20
19.01816636752261,72.85679512278992,Theft,4,2024-08-22 17:36:56.736198,122
19.07370920309495,72.90245632623947,Burglary,1,2024-09-10 10:19:13.736198,55
19.026400289001067,72.84615891551294,Vandalism,4,2024-02-12 16:10:37.736198,133
19.06452113618132,72.82496477828258,Drug Offense,2,2024-03-31 15:26:10.736198,75
19.06933989093122,72.82004263875402,Drug Offense,1,2024-01-09 16:09:52.736198,59
19.007939350635862,72.84573843001428,Burglary,5,2024-10-13 19:05:05.736198,96
19.21411953485428,72.96108959091582,Burglary,3,2023-11-29 15:02:17.736198,66
19.01619668577083,72.82298078132968,Drug Offense,4,2024-07-21 23:34:14.736198,83
19.01903132474439,72.8466468510647,Assault,3,2024-07-30 05:30:05.736198,125
19.06200548984015,72.88197959821468,Vandalism,3,2024-03-26 16:52:45.736198,94
19.189863786665164,73.0081266730391,Drug Offense,1,2024-10-10 00:28:22.736198,16
19.01952241553882,72.8469544942259,Theft,3,2024-07-30 01:29:39.736198,127
19.24201408309326,72.99247906621329,Burglary,5,2023-11-23 00:11:25.736198,54
19.084876388562925,72.8931926810686,Burglary,3,2024-05-30 00:41:30.736198,71
19.09628686694034,72.7904405934321,Vandalism,1,2023-12-24 19:31:28.736198,3
19.040197344088664,72.833926801529,Theft,5,2024-04-17 06:32:45.736198,132
19.23875140864019,73.02689504812679,Vandalism,2,2024-10-03 01:50:59.736198,8
19.194382338759297,72.9869920533644,Assault,3,2024-01-08 23:28:10.736198,40
18.98078251537337,72.83060846066529,Drug Offense,1,2024-05-28 13:44:59.736198,16
19.02436992814989,72.84789424172199,Vandalism,2,2024-08-15 09:21:50.736198,133
19.00642156305457,72.8637442375013,Assault,2,2024-01-28 14:07:19.736198,89
19.105312975378432,72.87318447399028,Theft,4,2023-11-18 17:31:51.736198,33
19.22491760464429,72.99477057923218,Drug Offense,5,2024-07-14 09:54:56.736198,79
19.241275314007442,72.94330572442443,Vandalism,3,2024-08-27 04:54:07.736198,16
19.004845200314975,72.84558006089996,Drug Offense,1,2024-07-18 12:05:07.736198,86
19.092450898242063,72.85328312700058,Drug Offense,4,2024-06-13 06:34:47.736198,52
19.011097363681888,72.84379478708914,Assault,5,2024-09-05 11:52:49.736198,103
19.24001791131663,72.98759396465759,Drug Offense,4,2024-08-27 06:17:36.736198,61
19.020162088298218,72.84257896685051,Vandalism,5,2024-03-08 22:00:38.736198,126
19.070948636972137,72.8527443363607,Drug Offense,5,2024-03-09 12:58:53.736198,84
19.02761834375249,72.83664889510403,Assault,3,2024-07-07 22:42:50.736198,133
19.058967221523332,72.80947628567343,Drug Offense,5,2024-08-18 13:30:14.736198,69
19.071837554992854,72.86783998130683,Assault,4,2024-02-17 23:55:24.736198,106
19.237291082708825,72.948402040631,Assault,5,2024-03-08 23:03:56.736198,32
19.003057256483505,72.85124962728896,Burglary,3,2024-10-23 17:27:25.736198,85
19.006555539114384,72.86885863635511,Burglary,3,2023-11-12 20:51:48.736198,78
19.03762457569402,72.87716972249102,Burglary,4,2023-12-29 05:29:30.736198,67
19.02927856370652,72.84901415818426,Assault,2,2024-06-06 15:20:42.736198,128
19.047191632331973,72.84052092185134,Vandalism,2,2024-06-21 20:52:32.736198,107
19.075283479217802,72.90899287311629,Theft,5,2024-09-13 21:39:21.736198,40
19.02215212943706,72.82906614194415,Vandalism,1,2024-04-23 08:33:52.736198,107
19.24886936852825,72.98825671512579,Burglary,5,2024-07-08 03:37:46.736198,47
19.08245437120676,72.86115538112895,Assault,4,2023-12-26 14:52:31.736198,79
19.034412870979775,72.84314752041395,Vandalism,4,2024-01-01 10:12:01.736198,130
19.03608054038414,72.85250195727114,Theft,4,2024-05-06 01:37:58.736198,117
19.095080035269863,72.89072782502612,Burglary,4,2024-09-16 04:00:44.736198,57
19.227499442858782,72.96454569260496,Burglary,4,2023-12-08 18:08:39.736198,70
19.07385939280091,72.85699515355162,Theft,3,2024-01-23 21:08:53.736198,89
19.04978349020838,72.84730900892046,Burglary,2,2024-09-06 20:42:59.736198,98
19.260067494095615,72.9753082074369,Vandalism,4,2024-06-28 21:11:32.736198,24
19.062764270704633,72.89474866669593,Assault,1,2024-02-14 07:42:57.736198,68
19.084881653394998,72.80211230816826,Assault,1,2023-12-10 08:32:38.736198,10
19.04524317982075,72.86917419775179,Vandalism,1,2024-09-17 07:58:28.736198,79
19.057461390568438,72.87650949287877,Burglary,1,2024-03-25 22:31:50.736198,92
19.06239950556843,72.88234507394323,Theft,3,2024-04-24 13:42:36.736198,96
19.11721495849764,72.91280681684887,Drug Offense,1,2024-05-02 13:48:12.736198,3
19.0197878958921,72.87071533247797,Theft,4,2024-04-07 16:03:29.736198,92
19.044111446824115,72.86571249954093,Burglary,5,2024-04-25 03:27:46.736198,84
19.228180603725654,72.98331347531648,Theft,1,2024-07-02 20:01:11.736198,93
19.08109172611869,72.85136487056543,Drug Offense,3,2024-08-16 05:00:54.736198,67
19.004563277843957,72.85714797342634,Burglary,3,2024-09-23 01:58:35.736198,83
19.108899354270026,72.87271927920888,Assault,1,2024-04-30 12:04:28.736198,30
19.085464752491472,72.87624342174686,Vandalism,5,2024-08-06 23:41:57.736198,85
19.208945975973762,72.98503007763462,Burglary,1,2024-10-09 21:23:10.736198,81
19.25096863064602,72.95517309213962,Assault,3,2024-03-26 07:25:04.736198,22
19.037018921286666,72.80457948286393,Theft,2,2024-10-25 14:31:16.736198,80
19.05758903634278,72.8117902725886,Burglary,4,2024-08-31 23:21:01.736198,82
18.976837509296445,72.83603827378165,Theft,3,2023-11-27 02:42:19.736198,11
19.056094429371235,72.84269399683912,Burglary,1,2024-04-19 03:56:48.736198,102
19.091820638940863,72.8595122509041,Drug Offense,4,2024-10-21 20:26:51.736198,61
19.211893053836114,72.98658331892804,Drug Offense,1,2024-03-07 14:15:11.736198,84
19.074559797568394,72.89777065795785,Theft,1,2023-12-29 22:42:37.736198,66
19.023383372878158,72.90530600279821,Drug Offense,2,2023-11-08 21:43:00.736198,14
19.03031848633745,72.78388734206287,Theft,4,2024-07-24 22:38:21.736198,18
19.06629272904342,72.87933748278773,Assault,4,2024-10-18 21:07:57.736198,102
19.049863354283694,72.81754794827403,Burglary,2,2024-01-11 04:55:52.736198,112
18.990402877180404,72.87112507132055,Theft,3,2024-05-13 19:29:40.736198,38
19.026192364382652,72.86035375374327,Assault,1,2024-02-13 10:08:39.736198,112
18.995978733448002,72.8685187121389,Drug Offense,5,2024-07-01 05:00:10.736198,48
19.017271542078547,72.87996786546896,Burglary,1,2024-09-09 22:49:13.736198,68
19.007247774019277,72.86067575903277,Theft,1,2024-07-17 18:05:00.736198,91
19.06592100501544,72.81947212552822,Drug Offense,3,2024-03-25 16:01:37.736198,65
19.047663932564753,72.80546061336521,Vandalism,1,2024-06-17 04:04:40.736198,80
19.226071572090618,73.02795999034865,Vandalism,2,2024-09-13 04:57:34.736198,12
18.98504915124234,72.85716169893323,Theft,2,2024-10-06 02:45:44.736198,25
19.060149585231347,72.87540527117066,Vandalism,4,2024-06-02 06:08:58.736198,94
19.192406370485582,73.00131653574756,Drug Offense,5,2024-07-28 21:01:41.736198,23
19.017968367583794,72.88972874624551,Burglary,1,2024-07-23 21:31:56.736198,46
19.05458215003878,72.88734944830487,Assault,1,2024-05-14 11:58:48.736198,75
19.230248001396998,72.99212345484622,Assault,3,2024-09-28 06:48:21.736198,76
19.07584054717367,72.90729888277781,Assault,2,2024-09-15 18:51:32.736198,44
19.04480104326226,72.84373756605216,Theft,5,2024-08-22 16:27:30.736198,108
19.006087243475246,72.85864019629291,Vandalism,4,2024-06-24 16:49:41.736198,88
19.050745746268024,72.8572636735359,Vandalism,2,2024-03-15 10:34:36.736198,96
19.03057036809554,72.82913845089348,Drug Offense,4,2024-08-16 02:03:12.736198,128
19.20578874596981,72.98601607066874,Theft,3,2024-04-04 23:43:26.736198,73
19.0234139553541,72.81040450157543,Assault,3,2024-09-28 10:33:37.736198,81
18.990710989779316,72.83782696107032,Drug Offense,1,2024-06-03 21:53:25.736198,33
19.198472153010872,72.93503219772792,Drug Offense,5,2024-02-11 20:01:36.736198,15
19.009196263658083,72.8505643078228,Assault,4,2024-04-20 06:29:01.736198,101
19.118443123940253,72.89834930521103,Drug Offense,2,2024-10-11 15:08:59.736198,12
19.030604023559174,72.85421648272441,Assault,3,2024-06-06 06:10:12.736198,119
19.055879652370006,72.85341622774425,Drug Offense,1,2024-10-21 21:36:19.736198,93
19.04082924977122,72.78286301909004,Assault,1,2024-04-02 00:17:14.736198,22
19.030454455197354,72.88278305060265,Burglary,4,2024-07-01 21:42:55.736198,57
19.0780502999897,72.86512600292384,Assault,3,2024-09-15 09:57:14.736198,94
19.04937505816731,72.8054641789981,Burglary,5,2023-10-28 05:14:31.736198,77
19.041500932578497,72.82573626190432,Burglary,3,2024-04-18 19:46:47.736198,127
19.0816198373547,72.8652460096036,Theft,4,2024-07-03 11:07:33.736198,82
19.000686515720425,72.88325497067319,Drug Offense,4,2024-03-16 16:16:56.736198,48
19.08221815131196,72.907207124339,Vandalism,3,2024-09-08 08:33:26.736198,44
18.980184161579484,72.84916973031918,Drug Offense,4,2024-10-01 08:30:47.736198,17
19.021516905101954,72.8366325444477,Assault,3,2023-11-08 10:38:05.736198,126
19.21495756572427,72.98375159900976,Theft,2,2023-11-27 21:32:16.736198,87
19.087417810213864,72.90041131280361,Vandalism,3,2024-04-04 15:29:12.736198,55
19.07794155098696,72.89707289981067,Vandalism,3,2024-06-29 03:16:19.736198,66
19.006064573388635,72.87130782451652,Vandalism,4,2024-09-09 12:48:41.736198,76
19.034651157999203,72.87591759920974,Drug Offense,4,2024-09-27 04:38:27.736198,65
19.226284462452107,72.99104391879405,Vandalism,1,2023-11-21 00:43:02.736198,83
19.041807172175083,72.829547435925,Drug Offense,1,2024-09-03 05:54:48.736198,134
19.067147721031294,72.87229127284037,Vandalism,2,2024-05-28 03:05:43.736198,116
19.029063553587942,72.78316926765854,Theft,1,2024-03-04 20:20:10.736198,16
19.16831188570253,73.02391885145181,Assault,3,2024-02-05 04:50:37.736198,1
18.998082534940455,72.87727283593216,Drug Offense,4,2024-08-13 23:10:02.736198,49
19.23155762537335,73.0015694771497,Drug Offense,1,2024-10-03 12:02:59.736198,60
19.214031142581394,73.007914522737,Burglary,1,2024-07-01 06:32:40.736198,42
19.038621358016606,72.8131635117637,Burglary,2,2024-05-04 01:58:42.736198,108
19.006176420204344,72.86765165562713,Drug Offense,2,2024-04-20 09:07:53.736198,84
19.050039606611378,72.82430999359558,Theft,3,2024-06-23 06:08:46.736198,114
19.021957219760285,72.7620729903301,Burglary,4,2024-06-01 03:04:44.736198,2
19.229030196871406,72.96013064036417,Vandalism,2,2024-08-28 06:40:22.736198,59
19.102109576143086,72.87812007683266,Vandalism,1,2023-11-01 23:51:59.736198,46
19.01933179574946,72.85308645529216,Theft,4,2024-08-01 09:20:13.736198,126
19.004587148617563,72.8464574923247,Burglary,4,2023-12-20 17:00:22.736198,91
19.050942007878042,72.8199147437263,Burglary,1,2023-11-27 10:22:09.736198,109
19.040138660721123,72.80560194710387,Drug Offense,2,2024-08-10 18:41:32.736198,85
19.20618768920526,73.01462019427093,Assault,1,2024-08-23 06:06:14.736198,29
19.012821039062672,72.83804872675917,Burglary,4,2024-04-25 14:04:26.736198,103
19.028995345604645,72.86515417120034,Vandalism,5,2024-07-29 18:51:32.736198,96
19.09225724237678,72.89029257683848,Drug Offense,5,2024-10-12 01:51:12.736198,67
19.2375775823359,73.02231046003182,Vandalism,3,2023-12-07 06:23:35.736198,11
19.00871413479848,72.8637460098609,Theft,1,2024-01-27 09:37:37.736198,98
19.012793492036838,72.84870358384902,Burglary,1,2024-02-16 07:54:19.736198,107
19.219060069563362,72.98050062653436,Theft,3,2023-12-29 07:02:01.736198,92
19.046539557687076,72.86013109553024,Drug Offense,3,2024-04-01 12:50:43.736198,98
19.00039173269432,72.84850888911541,Assault,3,2023-12-09 21:52:11.736198,70
19.22917200309189,72.97068771335827,Vandalism,4,2024-05-15 15:01:15.736198,78
19.050909488889253,72.87648740130037,Burglary,1,2024-08-10 01:03:34.736198,83
19.058031706573033,72.88753838343014,Drug Offense,4,2024-04-06 17:04:01.736198,75
19.221511479620997,72.97816092040307,Vandalism,3,2024-10-09 18:21:08.736198,100
19.23055547810125,72.95703168873652,Burglary,1,2023-11-22 00:08:42.736198,49
19.055240489929503,72.8831084009231,Theft,4,2024-06-15 07:50:46.736198,81
19.252850863402013,72.98682647339348,Burglary,4,2024-07-02 21:21:23.736198,41
19.230195086833305,72.9951683111756,Drug Offense,3,2024-02-12 04:27:38.736198,68
19.027942446643525,72.82864104574249,Drug Offense,1,2024-09-03 13:54:55.736198,121
19.005060658844247,72.89244897115994,Drug Offense,3,2024-09-18 01:42:41.736198,30
18.99751718466496,72.84084404869792,Drug Offense,1,2024-09-07 17:57:43.736198,54
19.046217724938224,72.78513121268874,Assault,5,2023-11-29 08:46:43.736198,25
19.045317716585288,72.90325353643797,Theft,2,2024-08-14 18:25:54.736198,23
19.202602033738355,72.99106560867688,Theft,2,2024-10-03 22:57:43.736198,62
19.216075478773025,72.96002184717071,Burglary,2,2024-08-02 17:19:27.736198,64
19.069694615107192,72.89287938440987,Burglary,3,2024-06-30 23:41:03.736198,79
18.989449766105647,72.84064366624818,Vandalism,5,2023-11-16 01:33:51.736198,33
19.22593870904463,72.98670083294382,Burglary,1,2024-02-08 06:57:52.736198,93
19.049436279022032,72.88163722471738,Theft,4,2024-03-04 13:25:09.736198,73
19.05732774894913,72.83960610417141,Drug Offense,1,2024-08-09 12:40:59.736198,96
19.03418811162367,72.81197729381984,Theft,4,2024-08-21 08:54:51.736198,100
19.032156639468433,72.8163155625251,Drug Offense,1,2024-07-14 08:44:15.736198,111
19.2177539092098,72.95943464081853,Vandalism,5,2024-09-16 00:49:41.736198,66
19.012500455651583,72.88627985977166,Vandalism,4,2024-04-06 11:59:53.736198,48
19.039790401728187,72.8843621513569,Assault,3,2024-09-28 09:25:07.736198,60
19.204536993096443,73.02314871610689,Drug Offense,1,2023-11-01 15:11:30.736198,16
19.016906302252266,72.86088429465073,Assault,1,2024-05-02 06:51:56.736198,115
18.96458060383214,72.87803013703845,Assault,4,2024-06-11 14:51:33.736198,3
19.082646280239594,72.86273026926888,Drug Offense,3,2024-03-28 08:34:19.736198,78
19.079463618517025,72.88540634759458,Burglary,3,2024-07-20 09:59:37.736198,90
19.213119157083586,72.9741730030183,Assault,5,2024-10-11 00:07:49.736198,82
19.080549198692083,72.90384285508566,Burglary,3,2024-03-25 17:12:05.736198,54
19.075644412565108,72.8384367863173,Drug Offense,3,2024-10-08 13:58:02.736198,49
19.05817620961775,72.83280734968025,Assault,3,2024-07-24 17:02:00.736198,96
19.108572310911427,72.8500979708357,Theft,2,2024-10-13 19:16:29.736198,19
19.238260202197193,72.92017489243612,Vandalism,5,2024-08-31 08:46:47.736198,2
19.030036199244346,72.8247955056022,Assault,1,2024-07-10 19:30:57.736198,114
19.251140303202728,72.99829634178685,Burglary,4,2023-12-17 21:25:09.736198,32
19.06673164614375,72.8683854049286,Assault,1,2024-02-23 18:22:16.736198,104
19.028550588286038,72.79409954977558,Theft,5,2024-04-18 17:51:40.736198,41
19.008689949571988,72.88526768954236,Theft,4,2023-11-30 10:22:21.736198,49
19.24486388283698,72.98922460018801,Theft,5,2024-05-09 13:46:20.736198,52
19.104055886218724,72.84966297874416,Drug Offense,3,2023-11-04 00:14:55.736198,21
19.20701504802685,72.98179102606395,Burglary,4,2024-01-29 17:20:18.736198,75
18.986467416529525,72.86832019902691,Drug Offense,3,2024-05-25 14:36:29.736198,27
19.242853379849464,72.95390717962617,Assault,1,2023-12-09 09:52:33.736198,34
19.062903952595647,72.83052188339879,Theft,1,2024-01-06 13:17:07.736198,77
19.05921564953555,72.87151575248298,Burglary,4,2023-11-22 13:43:50.736198,98
19.187786873708596,73.00335168206854,Vandalism,4,2024-05-17 02:07:04.736198,17
19.01796867866131,72.86315163410724,Burglary,5,2024-10-03 13:46:13.736198,105
19.012202501294134,72.83662472568436,Assault,5,2024-05-08 16:37:15.736198,96
19.03242550184518,72.82235689802282,Assault,3,2024-06-17 07:16:20.736198,123
19.040037123628302,72.81105818844605,Theft,4,2024-09-16 03:21:04.736198,99
19.19736178034636,72.98883305505055,Assault,1,2024-07-05 12:38:25.736198,47
19.038870318023,72.80131121526553,Assault,5,2024-01-11 02:36:51.736198,73
19.031355758792763,72.82987548512149,Assault,5,2024-03-10 03:45:33.736198,128
19.03175503870911,72.84495066448211,Vandalism,1,2024-09-22 19:25:28.736198,127
19.214486351984732,72.98244865746359,Assault,5,2023-11-29 09:24:08.736198,89
19.244334825787977,73.00933022393454,Drug Offense,3,2024-07-08 05:31:49.736198,19
19.007811211149637,72.87708321754138,Drug Offense,4,2024-09-12 16:41:17.736198,69
19.04959533585959,72.91432917531709,Theft,1,2024-03-08 21:55:50.736198,8
19.03467228218947,72.81830780392148,Theft,4,2024-07-19 07:37:41.736198,124
19.035564837019123,72.80205179631002,Theft,5,2024-09-29 11:37:10.736198,74
19.04986158546232,72.81545292995747,Burglary,5,2023-12-16 14:45:22.736198,107
19.01198247695863,72.7979646506218,Vandalism,1,2024-08-26 18:42:12.736198,23
19.06774317041651,72.85092632103844,Drug Offense,3,2024-04-05 02:18:24.736198,85
19.03392321305858,72.82021095458244,Burglary,2,2023-12-08 18:00:42.736198,119
19.025285353982746,72.80742467322702,Assault,1,2024-02-07 07:58:18.736198,79
19.077204604198823,72.92696484224972,Vandalism,2,2023-12-07 15:47:35.736198,10
19.21886362314738,72.97791762006712,Vandalism,2,2024-05-08 01:37:43.736198,94
19.080281874882605,72.85278522442576,Burglary,3,2024-06-09 08:41:02.736198,71
19.0773960416998,72.86999372806277,Burglary,2,2023-11-29 22:32:13.736198,102
19.02946202515937,72.85000907121372,Burglary,2,2024-01-31 01:16:59.736198,123
19.043815874153506,72.80593994117541,Assault,3,2024-03-21 12:53:44.736198,85
19.02520395702012,72.86841171490568,Burglary,2,2024-05-03 05:55:05.736198,90
19.05041260198547,72.83028374260294,Drug Offense,2,2024-08-10 21:25:04.736198,121
19.06656136268421,72.89947901193935,Theft,2,2024-06-16 02:39:17.736198,65
19.242308278158887,72.96496211442057,Drug Offense,1,2024-03-15 14:26:49.736198,44
19.240126202411886,72.99028276241815,Burglary,1,2024-10-12 11:17:47.736198,61
18.988639721991678,72.8122238808676,Assault,1,2023-12-16 03:26:10.736198,11
19.024691225959106,72.8422196423235,Burglary,3,2024-10-07 09:27:12.736198,128
19.048550104026603,72.89211755346192,Burglary,5,2024-09-12 19:24:51.736198,55
19.21987270380632,72.93813598630936,Theft,2,2023-11-13 04:07:09.736198,17
19.043011607882242,72.81443640434331,Burglary,2,2024-07-12 17:50:18.736198,103
19.08083924543132,72.83943439510685,Drug Offense,3,2024-03-09 11:58:51.736198,37
19.069067196065,72.85738436868029,Theft,2,2024-06-16 17:58:27.736198,90
19.258567744950533,72.98083070662165,Vandalism,1,2023-12-14 08:36:40.736198,30
19.054325684960073,72.82062844539621,Drug Offense,5,2024-03-17 16:11:27.736198,100
19.088953770762014,72.90816059712816,Theft,4,2024-01-12 18:30:44.736198,35
19.05942009978156,72.86649637919606,Drug Offense,2,2024-03-25 01:29:03.736198,100
19.05906412563863,72.84740305550629,Drug Offense,1,2024-09-04 11:56:25.736198,93
19.0831403097193,72.86384180809479,Burglary,4,2023-11-16 19:37:32.736198,77
